Namespace,Key,英文原文,原版中文（官方zh）,AI翻译,DeepSeek参考,翻译状态,生效预估（AI预估，仅供参考）
MissionStepsDataTable,CANDLE_IN_THE_DARK-3dJdUkWk_StepText,"6 Hmph! Already, your actions have created ripples throughout our little galaxy.
My superiors want you commissioned as an auxiliary officer, to carry out their agendas. They won't be pleased with me.
But I can hold out long enough - if you want access to Lalande, to the dangers and riches it holds, you must prove yourself.
Out in the far edges of our Solar System is the Kerrel Research Facility. A safe haven for scientists, independently funded and far-removed from our politics.
But isolated. Very isolated.
They missed their security check-in two days ago and I can't divert any patrols that far out. Only a catastrophic systems failure would disrupt their communications - or they're being jammed.
So I leave it to you, captain. Go to Kerrel and restore their communications. Prove to me your skill, and I will grant you access to Lalande.",,"6 哼！你的所作所为已经在我们这片小小的星系中掀起了涟漪。
我的上级想让你以辅助军官的身份受命，为他们的计划效力。他们不会对我满意的。
但我还能撑一段时间——如果你想进入拉朗德，享有那里的危机与财富，你必须先证明自己的能力。
在我们太阳系的边缘地带，有一处Kerrel研究设施。那里是科学家们的避风港，独立运营，远离我们的政治纷争。
但那里很孤立。非常孤立。
两天前，他们错过了例行安全报到，而我又无法将任何巡逻队调派到那么远的地方。只有灾难性的系统故障才会中断他们的通讯——或者，他们正遭到干扰。
所以，舰长，这件事就交给你了。前往Kerrel，恢复他们的通讯。向我证明你的实力，我便会准许你进入拉朗德。","6 哼！你的行动已经在我们这个小星系里激起了涟漪。
我的上级想委任你为辅助军官，去执行他们的议程。他们不会对我满意的。
但我还能撑一段时间——如果你想去拉朗德星，去探寻那里的危险和财富，你必须先证明自己。
在我们太阳系的远端边缘，坐落着科尔研究设施。一个科学家的避风港，资金独立，远离我们的政治纷争。
但位置偏僻。非常偏僻。
他们两天前错过了安全签到，而我无法将巡逻队调遣到那么远的地方。能中断他们通讯的，要么是灾难性的系统故障，要么就是通讯被干扰了。
所以我把这事交给你了，舰长。去科尔星，恢复他们的通讯。向我证明你的能力，我就会准许你进入拉朗德星。",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-6Ih73ISw_StepText,"3. You are perhaps too young to remember, but humanity was very different before this gate.
We had just begun our exploration of the stars, had taken those first few steps. Every day, a new station was built, a new challenge overcome.
But the Jupiter Gate - well. At the time, it was a marvelous demonstration of cooperation and gave a budding UEA the credibility it needed.
But in hindsight, it was only ever a mistake. Strange as it is for me to say it.",,"3. 你或许太年轻，不记得跃迁门出现之前的人类了。
那时我们刚刚开始探索星空，迈出最初的几步。每一天，都有新的空间站建成，新的挑战被克服。
木星跃迁门——唉，在当时，它是合作精神的绝妙体现，也为羽翼未丰的UEA赢得了所需的公信力。
但事后看来，它从一开始就是个错误。这话出自我口，连我自己都觉得奇怪。","3. 你可能太年轻，不记得了，但在这道星门出现之前，人类截然不同。
我们才刚刚开始探索群星，迈出了最初的那几步。每一天，都有新的空间站建成，都有新的挑战被克服。
但木星之门——唉。在当时，那是一次合作的绝佳展示，给了羽翼未丰的UEA所需的可信度。
但事后看来，它从一开始就是个错误。尽管这么说对我来说很奇怪。",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-9WbRs4oy_StepText,3 Continue,,3 继续,3 继续,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-AaD8LjKY_StepText,9.1 Commander Heifetz sent me.,,9.1 Heifetz指挥官派我来的。,9.1 海菲茨指挥官派我来的。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-AaTmSnsD_StepText,Objective: Collect the jammer's central computer.,,目标：收集干扰器的中央计算机。,目标：收集干扰器的中央计算机。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-Bsn0tfnk_StepText,"9. Oh thank the Maker! When you jumped in, we feared the worst - that our time had run out. And then, with the battle, that some poor innocent had died for our mistakes.
But you were victorious! And with a such a warship… Perun-class, that is a name I have not heard in many years.
Perhaps you can be convinced to aid us, captain. Although, to come all this way prepared for battle - you have already been convinced?",,"9. 感谢造物主！你跃迁进来时，我们以为最坏的情况发生了——以为我们的时间已经耗尽。然后看到那场战斗，又担心某个无辜者因我们的错误而丧命。
但你赢了！驾驶着这样一艘战舰……Perun级，这个名字我已多年未曾听闻。
或许能说服你帮助我们，舰长。不过，你做好战斗准备一路赶来——你其实早已决定了，对吗？","9. 哦，感谢造物主！当你跳入星系时，我们担心极了——以为我们大限已至。然后，看到战斗，又担心某个可怜的无辜者为我们的错误而丧命。
但你们赢了！还开着这样一艘战舰……佩伦级，这个名字我已经很多年没听过了。
也许可以说服你来帮助我们，舰长。不过，你一路远道而来，还做好了战斗准备——难道你已经被说服了？",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-FOAaLe5E_StepText,"10. Of course he did. He's a good man, bound by the responsibilities of his station. The pametnic thinks to change the system from within.
He sent you to investigate our silence in his stead? His pockets are not so deep - I wonder what he hold over you. Bah, it is not my concern!
Let me tell you of our troubles, captain.
Pirates! A mighty armada of their war-rigs and scrap-ships appeared seven days ago, making demands of us. Surrender our research in return for our lives, or some such nonsense.
We refused of course. We came here to be free of such brutality! But we have no weapons, and they dare not board, for fear of the data's destruction.
So they left behind that oversized jammer and retreated to their base, from which they issue threats every few hours. A perfect stalemate until you showed up!",,"10. 当然，他就是这样的人。他是个好人，却被自己身份的责任所束缚。那个帕梅特尼克（pametnic）想着从内部改变体制。
他派你来替他调查我们音讯全无的原因？他的财力没那么雄厚——我倒想知道他拿什么来驱使你。算了，那不是我该操心的事！
让我来告诉你我们的遭遇吧，舰长。
海盗！七天前，一支庞大的舰队——满是他们的战争钻机和废铁拼凑的破船——突然出现，向我们提出要求：交出我们的研究成果换取性命，诸如此类的无稽之谈。
我们当然拒绝了。我们来到这里就是为了摆脱这种暴力！但我们手无寸铁，而他们也不敢强行登船，生怕数据就此被销毁。
于是他们留下了那台巨型干扰器，退回了他们的基地，每隔几个小时就发来威胁。这场完美的僵局，一直持续到你的出现！","10. 他当然这么做了。他是个好人，却被职责所束缚。那个pametnic想从体制内改变系统。
他派你来替他调查我们的沉默？他的钱袋可没那么深——我很好奇他拿什么牵制了你。呸，这不是我该操心的！
让我来告诉你我们的麻烦吧，舰长。
海盗！七天前，一支由武装堡垒和废铁船组成的强大海盗舰队出现了，向我们提出了要求。用我们的研究来换取活命机会，之类的鬼话。
我们当然拒绝了。我们到这里是为了摆脱这种暴行！但我们没有武器，他们也不敢登船，怕我们销毁数据。
所以他们留下了那个超大的干扰器，撤回了他们的基地，每隔几小时就从那里发出威胁。一场完美的僵局，直到你出现！",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-Foar4nbr_StepText,"13. Oh - my assistant reminds me that the pirates, in their anger, damaged many non-essential systems. Perhaps they thought a show of force would change our minds?

Regardless, bring us that central computer.",,"13. 哦——我的助手提醒我，海盗们在愤怒之下破坏了许多非关键系统。也许他们以为武力示威能让我们改变主意？

不管怎样，把那台中央计算机带来吧。","13. 哦——我的助手提醒我，那些海盗在愤怒中损坏了许多非必要的系统。也许他们觉得秀一下肌肉就能改变我们的想法？

不管怎样，把那个中央计算机带给我们吧。",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-GJtxSeGf_StepText,Travel to Triton,,前往海卫一,前往海卫一,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-JHrQyRYO_StepText,4.2 I need to go through.,,4.2 我必须穿越跃迁门。,4.2 我必须通过。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-JsoIKyq5_StepText,4.2.1 Don't presume to make demands!,,4.2.1 别妄想对我发号施令！,4.2.1 别擅自提要求！,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-KUV3gLcd_StepText,10.1 You're welcome.,,10.1 不客气。,10.1 不客气。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-MTPjw9Tx_StepText,4.1 I understand.,,4.1 我明白。,4.1 我明白。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-MZkKTH5T_StepText,3.2 That's ridiculous.,,3.2 这简直荒谬。,3.2 那太荒谬了。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-PG6omLyv_StepText,Objective: Deposit the jammer's central computer in the Kerrel's hangar.,,目标：将干扰器的中央计算机存入 Kerrel 的机库。,目标：将干扰器的中央电脑存入克雷尔的机库。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-RlxAgrxI_StepText,"1 Greetings, captain. I am Commander Heifetz of the Jupiter Gate.
I assume you are here for passage to Lalande, yes?",,"1 你好，舰长。我是木星跃迁门的指挥官 Heifetz。
我想你是来申请前往拉朗德的通行许可的，对吗？","1 问候，舰长。我是木星门的海菲兹指挥官。
我猜你是为了前往拉朗德星的通行权而来，对吧？",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-VImn5E0M_StepText,"4.1.1 I'm glad that you do. But like so many others, you may soon feel the temptation.",,4.1.1 很高兴你能理解。但和许多人一样，你或许很快就会感受到那种诱惑。,4.1.1 你明白我很欣慰。但正如其他许多人一样，你或许很快就会感受到诱惑。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-W68R2hgM_StepText,8.1 I hear you.,,8.1 我听到你了。,8.1 我听着呢。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-Xo2vm5UF_StepText,"5 You are a Hangarship captain - you are important, though you may not realize it.
In deep space, far from civilisation, a Hangarship is a supply chain unto itself. Invaluable.
But over the years of simmering conflict, many Hangarships have been lost - and few have replaced them, thanks to one sabotage or another. Shortsighted pametniks!
Even the Authority dares not field what few ships it controls, such is their value.
I don't ask how you found your ship - it doesn't matter. Every faction will seek to control you, or barring that, deny you to their enemies.
I cannot allow you to pass through - not yet.",,"5 你是一名机库舰舰长——你很重要，尽管你可能还没意识到这一点。
在远离文明的深空中，一艘机库舰本身就是一条完整的补给链。无可替代。
但多年来的暗流涌动，许多机库舰相继折损——由于一次又一次的蓄意破坏，能够补充的寥寥无几。目光短浅的家伙们！
就连当局也不敢轻易动用那仅剩的几艘，足见其价值之高。
我不追问你是如何得到这艘船的——那不重要。每个势力都会试图掌控你，若做不到，也会想方设法不让你落入对手之手。
我不能放你通过——还不行。","5 你是一位机库舰舰长——你或许尚未意识到，但你的角色至关重要。
在远离文明的深空，一艘机库舰自身就是一条补给链。无价之宝。
然而在年复一年的潜在冲突中，许多机库舰都已损毁——而由于一次又一次的蓄意破坏，鲜有新舰得以补充。目光短浅的破坏者们！
即便是当局，因其巨大的价值，也不敢轻易动用其掌控的寥寥数舰。
我不追问你是如何找到你的舰船的——这无关紧要。每个派系都会试图控制你，或者退而求其次，让你无法为敌人所用。
我不能允许你通过——目前还不能。",AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
MissionStepsDataTable,CANDLE_IN_THE_DARK-cQs05zQh_StepText,5.1 Not yet?,,5.1 还不行？,5.1 目前还不能？,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
